mushroom_type,temperature,humidity,co2,ph,growth_days,casing_quality,has_disease,yield_kg,harvest_ready,edible
Poisonous,22.57172078488019,79.6636460290408,1315.3607360667384,7.136883443107748,26,8,0,6.05,0,False
Button,24.056042018255003,86.50065673547829,1123.1306884572261,6.729416982262904,27,9,0,11.904000000000002,0,True
Button,21.028637157611403,72.77921052646022,1151.6927481110924,6.430239081122316,16,8,0,10.75,0,True
Shiitake,21.300635939945973,82.57794650603236,1208.3300288550045,6.32656920562774,23,3,0,12.63,1,True
Button,18.226597272730924,80.25070314696745,1018.2316659784735,6.167439734998362,27,7,0,12.77,0,True
Oyster,25.799559943407516,80.46954411643374,1460.0231835344216,5.759597426935596,29,3,0,6.84,0,True
Oyster,18.907560724150983,90.11161380316344,1611.632208010175,6.96848668762059,21,6,0,5.95,0,True
Oyster,24.054629441353708,80.59274167644782,1294.1198159293847,6.2908019990987905,24,8,0,9.88,0,True
Button,16.867730918938495,84.58868881478072,1014.6782301416558,5.971527913648019,29,3,0,9.1,0,True
Button,24.715602230781712,79.47789522224524,1806.4996773647072,6.765747638518802,15,3,0,3.84,0,True
Shiitake,23.18304336045498,79.66185266119574,662.4674479241461,6.366440010002755,24,7,1,4.88,0,True
Button,18.253625032839903,86.36708396843076,825.3332450801454,6.1795556714325315,26,9,0,6.53,0,True
Button,19.305875384508653,81.50462214861747,1317.4032427445588,5.861895374292358,15,9,0,10.67,0,True
Shiitake,22.13602763966129,82.43919822842584,1939.3837656816174,6.518332624836974,18,5,0,11.85,0,True
Poisonous,20.254339510092503,80.56263790338888,1346.479987752943,6.401854456950331,26,6,0,11.14,0,False
Button,21.36953869076298,81.85878405816351,1260.6679692644884,7.078171961138835,16,6,0,7.97,0,True
Poisonous,24.474458145370157,77.46529890017665,1743.5280836121578,6.830283406415562,22,3,0,7.2,0,False
Poisonous,19.066467853686145,78.38176640503873,1272.5443812875599,5.9999394677229105,29,9,0,4.13,0,False
Shiitake,22.10571757863913,83.65602497227735,1217.7127969475155,6.027195211249221,25,8,0,17.61,1,True
Poisonous,24.104786482600442,80.16024705130472,1224.3586627106733,7.18356981107791,18,5,0,6.55,0,False
Button,24.329886747484206,87.87164910208173,1004.4560473711947,6.4929882617143075,15,8,0,8.4,0,True
Button,23.573465793736514,79.40754968934318,1506.2929227287975,6.843947429784231,24,3,0,3.48,0,True
Button,17.939406086513713,82.39603072845985,1350.6720249444081,6.820691716642042,20,7,0,5.3,0,True
Button,21.850313358468505,82.9144650001313,779.6187608773246,7.229992054665262,27,9,0,16.55,0,True
Poisonous,20.80085272818219,84.13217551658876,1278.6371650307171,5.967532480564859,17,3,0,9.17,0,False
Shiitake,23.205318944786313,82.14287042230238,1572.690055283381,6.334354136847381,19,3,0,4.92,0,True
Button,21.994095464381545,85.86793628213773,1246.2395234010942,6.615670379967149,19,4,0,10.86,0,True
Button,16.504641976250028,83.8782894710604,805.4378480250602,6.972464261654577,15,6,0,11.85,0,True
Poisonous,19.52123383010847,84.32700873996693,1401.1370075838715,6.292054671025521,20,9,0,14.14,1,False
Oyster,23.91036084602698,81.68670232066569,1115.7740462601992,5.871085413246286,27,3,0,6.38,0,True
Poisonous,23.159903132077027,77.99550379545143,1149.9138806886856,6.1705492226146,21,4,0,12.49,1,False
Button,19.351188304146717,85.46395578828182,1258.9651301736158,6.4578174285526355,29,8,0,10.92,0,True
Poisonous,22.958122855918074,87.74850796510364,1250.6046591961472,6.51781041250316,21,4,0,9.58,0,False
Button,19.933329539658313,82.48414413401215,1449.3547841619522,7.011277259789463,26,6,0,8.84,0,True
Button,23.295688070765728,81.62369668444587,1390.6216411085761,6.351832163678566,16,5,0,6.32,0,True
Shiitake,25.152304441951955,82.29311917642757,1309.2293026244365,6.347683059005848,18,6,1,11.09,0,True
Oyster,22.55890494285326,84.87400327364145,1174.8770362783687,6.926173770162584,27,9,0,14.49,0,True
Poisonous,27.257527370549084,81.87440874816707,1379.162390817086,6.276130856718649,23,8,0,12.63,1,False
Shiitake,19.293964125796116,87.53560959314694,1761.8601111756843,6.341191800101378,18,8,0,4.78,0,True
Shiitake,22.20576269358798,90.68497950668744,996.2448207365148,7.1860305118050665,18,3,1,9.99,0,True
Button,19.664757596149062,86.42264863858777,1376.2849120601138,6.143670644924064,23,5,0,6.85,0,True
Button,18.27228462658413,84.66101139971292,2158.753029243867,6.225469785655416,29,5,0,5.89,0,True
Poisonous,17.102644523949905,90.5054252297581,1411.1919104119122,6.383146294465286,16,4,0,2.61,0,False
Oyster,25.034724101829028,81.43077342943003,1183.239198920372,5.830285139227364,20,6,0,5.12,0,True
Button,25.917474168352104,90.27039873207501,1603.6109776355938,6.680465236128275,23,6,0,3.24,0,True
Oyster,25.60088988676393,87.43935903621566,1250.8698211534763,6.089140699460668,18,8,0,10.97,0,True
Shiitake,18.843434737797786,87.15840192846728,1654.8160973399356,5.980704369399067,17,8,0,8.96,0,True
Shiitake,22.742738264716678,87.46381351550237,1794.1525568363909,6.416906313041231,20,7,0,17.56,1,True
Button,17.66067698690691,84.86779929049479,1390.9164383541163,5.718551306848023,24,4,0,6.85,0,True
Button,24.220937928506956,86.81941438952073,556.7883003325912,6.6323052000240645,21,8,0,3.632,0,True
Shiitake,21.820768402556308,85.6277444314454,1221.4451132865497,6.768752414864275,18,6,0,11.78,0,True
Poisonous,26.973842109645172,85.03586545083276,1119.2432814708966,6.963864146905777,19,9,0,6.46,0,False
Oyster,22.19134727686871,90.47878152607358,1338.2057402654868,6.33882843796848,20,9,0,6.02,0,True
Button,26.371996459718762,88.6590788678003,1613.1164404716983,5.623558153935126,29,4,0,4.984000000000001,0,True
Button,23.46693056588684,91.28026588374043,1684.4279871419049,6.612952256614893,16,8,0,4.32,0,True
Poisonous,22.339661130364096,76.4343538158951,1482.6673467043427,6.699240434717448,16,6,0,12.09,0,False
Shiitake,21.164931623262852,78.22497179177473,1490.1904081808332,7.027262086222185,15,7,1,12.85,0,True
Oyster,21.172226861779738,90.45310146494705,1006.2869692968898,6.159920843034639,20,6,0,4.03,0,True
Poisonous,26.58308727079082,82.68570649442435,381.59875497097516,6.829048822643784,21,8,0,5.53,0,False
Button,22.173325762674256,83.84562254759389,1157.069731864182,6.2643858417769955,29,4,0,4.56,0,True
Poisonous,26.13117489221658,82.73048948738673,1577.553478732617,7.15273723779785,15,8,0,8.83,0,False
Poisonous,24.993844824540652,85.46846597839186,1513.4395696505003,6.270350781172086,21,3,0,2.52,0,False
Oyster,23.15392475434581,94.13904103991291,809.3691292178974,7.136806760567634,26,7,0,12.91,0,True
Button,25.393347685335204,84.29508520214691,1205.9133432080703,6.560189345945047,19,3,0,6.656000000000001,0,True
Oyster,19.258021399831975,86.0342553818559,1342.937161779515,5.786503082265534,16,4,0,10.23,0,True
Oyster,21.288989443790776,88.8826079369197,1205.1877077872493,6.3998292720478,24,8,0,11.6,1,True
Oyster,20.61359682206151,85.26095957583742,1028.0382354156015,7.474827072596484,25,3,0,5.33,0,True
Button,17.486552101571654,87.1480415778935,1045.9918878364192,7.929262625035721,19,4,0,6.5,0,True
Shiitake,20.522273172360315,78.27596500879379,1638.240700420608,6.408364264884876,22,3,1,5.01,0,True
Shiitake,19.74402455069927,93.12234807071276,1292.8550882804032,6.3253951848902386,21,7,0,7.63,0,True
Button,26.071830723276967,89.71792464927516,1044.9214726951259,6.821363419892475,23,8,0,2.936,0,True
Button,21.099697088202333,76.31515879354018,1744.5458203554958,6.358641238556496,28,8,0,14.21,0,True
Button,25.411986814232726,82.21048475648844,1173.7680902547067,6.967741585561419,27,5,1,8.888,0,True
Button,21.535740495739738,83.0896667051578,1812.017876599769,5.993339370825536,20,3,0,13.61,0,True
Shiitake,22.35798274902661,84.39193681343339,1342.93604230997,6.3912542411497375,23,7,0,17.01,1,True
Poisonous,19.583088433804832,87.93766067237263,1293.4198832392715,5.939875384690002,21,8,0,7.02,0,False
Button,18.15412821076177,83.98163557840307,1198.9891145564802,6.498153346649881,18,9,0,10.56,0,True
Poisonous,18.16196292108991,84.60982229306259,1294.4542751137549,5.830698591343491,29,4,0,3.27,0,False
Shiitake,22.595104739807788,76.24919768581609,847.4442939275079,7.071437400295727,22,6,1,5.43,0,True
Oyster,24.59995707048791,78.86503632569344,1722.0438118770553,6.634814758446395,24,9,0,13.06,1,True
Button,19.419817866077995,85.17842219025576,1116.2248537426603,6.59840760217394,17,7,0,11.19,0,True
Oyster,21.994373106074907,77.39760658041499,747.5756330710242,6.694525967513324,25,4,0,10.32,1,True
Button,23.049323817593482,84.89261960452518,967.5277794129444,6.759974207208628,29,9,0,9.14,0,True
Oyster,21.23127612895308,78.3485538493173,1297.8479639509774,6.693483130088179,20,8,0,5.31,0,True
Poisonous,20.81274694686677,79.6083993239989,1107.8114124715776,6.649146454048952,29,6,0,14.02,0,False
Oyster,14.406037572346163,77.54043081455933,1195.4826129946732,6.834305226998118,24,3,0,3.28,0,True
Button,24.275472113930196,86.13625589124548,1877.7030883743596,5.940598690765019,19,4,0,6.632,0,True
Poisonous,21.722047351157016,88.89369682769836,1276.6690407655544,5.724293573773492,20,7,0,17.11,1,False
Oyster,21.27028063517484,86.43764453293592,1602.3733566006156,5.928722030295324,17,6,0,8.55,0,True
Button,24.070061985783116,82.98972631764651,1430.7435108417465,6.230195347242542,21,7,0,6.296,0,True
Poisonous,20.661994116749508,84.38377039719241,1151.9695074116703,6.031112204971292,16,3,0,4.23,0,False
Button,20.67146982016142,82.72410245357821,1069.7226854610988,6.826446693584627,28,4,0,8.34,0,True
Button,21.515083148333805,86.78920918793368,1313.6836854746077,7.038303281481738,21,8,0,13.7,1,True
Shiitake,23.032160515409785,84.40645667821006,969.1983362116605,7.20258972926222,25,9,0,15.15,1,True
Shiitake,21.44246159652593,89.86091507450875,1067.7466686611797,7.084097081700865,29,6,0,15.39,0,True
Poisonous,17.885695329569284,82.43142641770797,1099.6920103673694,6.784297088042221,20,9,0,8.36,0,False
Button,22.621693868135925,82.38763686314891,1735.9779487185028,5.917162301053665,17,7,0,9.36,0,True
Button,20.75719397518408,87.48715885506579,790.6965038972969,5.630371176965843,16,6,0,16.34,0,True
Poisonous,22.080944047596766,84.80349135029323,1466.7575371553119,6.7835819920658755,25,3,1,8.09,0,False
Shiitake,22.1666046585026,92.07486842599397,1438.8452720457362,6.852535382209582,22,5,0,6.03,0,True
Poisonous,22.070377041842487,86.58908432111964,688.6932879878043,7.011045185689295,28,6,0,15.51,0,False
Poisonous,16.047465828326175,77.17564575107284,1822.2103012239754,5.807838899613136,19,5,0,9.12,0,False
Oyster,27.831652647941873,83.68907265826311,1033.428942397317,5.888236284627742,29,9,0,12.6,0,True
Shiitake,17.52093427618771,87.77615644330868,893.4033787212829,6.317058563933723,27,8,0,7.47,0,True
Shiitake,23.536258324041405,78.0451221948893,1394.9615520678326,6.203490417480473,29,5,1,8.83,0,True
Oyster,20.51385095834264,80.06964678082764,1079.0154024210997,7.407367998207989,25,3,0,9.62,0,True
Button,20.83358985469661,77.98979516174428,1200.3194392399678,6.696630646622774,24,8,0,12.9,1,True
Button,19.677025341390475,85.82064395634315,1305.8178303261254,6.529079701832668,26,8,0,7.17,0,True
Oyster,23.443582704827374,91.42594686010078,1329.0674055383852,7.174123167652822,17,3,0,8.87,0,True
Shiitake,21.59364127278908,86.34555253221139,1262.7467746741752,6.781734989975318,18,8,0,5.77,0,True
Shiitake,23.005130907574568,79.85011881145229,1066.432754498377,6.672686903180269,28,7,1,5.77,0,True
Button,11.890162325241999,75.26690677500771,684.9079344209041,6.1599922585397735,20,9,0,8.93,0,True
Poisonous,19.301101913853334,86.3482301781011,1259.647096753494,6.589033357785079,16,6,0,9.92,0,False
Poisonous,27.977005276424574,84.74797620836623,1414.0127238988632,6.7486426159862445,24,3,0,5.28,0,False
Poisonous,21.05579653867485,83.72559807602478,1189.2910884982618,5.717614289430222,27,5,0,9.59,0,False
Button,22.184641399253195,96.0554780237573,1556.5430770106984,5.883272279382544,18,3,0,9.29,0,True
Shiitake,19.69181477368366,87.76470640010002,1292.8428087156592,6.332337637443509,18,3,0,9.46,0,True
Button,26.228539811433425,91.14208560667832,899.4985294753858,6.3470608057181215,16,8,0,7.4,0,True
Button,22.267219133858813,79.85292601040356,2037.7558659675967,6.326013617243055,28,9,0,15.55,0,True
Shiitake,18.17760571029591,83.51207333268748,1262.8575402512174,7.816962262174313,23,7,0,4.29,0,True
Oyster,21.30254668844438,88.92024532771265,1396.3191556976983,6.725350768451976,18,9,0,6.09,0,True
Button,24.57425088056377,85.84191783773474,1519.20033147793,6.602818234906546,29,9,0,9.224,0,True
Button,25.925814831895018,87.16701762696893,1032.7585879167252,6.494322683673808,17,8,0,6.872,0,True
Oyster,19.347476989660276,82.37561698547503,941.957001427842,5.680276061910858,22,5,0,7.78,0,True
Button,21.95797518949256,79.27544533826459,1070.2061226303172,6.312348409069116,24,7,0,9.29,0,True
Button,18.73939776833304,89.87473577439033,1272.1165255419469,6.631891702477931,22,6,0,3.37,0,True
Button,21.264373744584585,83.92528727869951,1500.8803830311062,6.65865175307957,22,4,0,12.29,1,True
Shiitake,19.497277279274748,87.5684128020796,1358.7692776821361,7.976194239126178,27,5,0,4.89,0,True
Button,22.313318361471904,87.75665574299013,1405.5824629762876,6.19136362354908,25,6,0,8.34,0,True
Oyster,22.46962338871974,70.82382578382452,1091.715292447082,5.636422212760975,23,3,0,10.93,0,True
Oyster,19.91736403388494,85.84169548257503,1026.6291536178712,7.702242836442399,21,7,0,12.16,1,True
Poisonous,22.651468137632147,83.00759982828305,924.2798931425386,7.316966882318258,15,8,0,12.06,0,False
Button,19.99525690145228,87.915161942318,1227.5932199839594,6.1941944938794915,18,6,0,6.7,0,True
Poisonous,21.51000900538638,84.00489442834576,1222.1716405697302,6.230535640821612,19,4,0,8.94,0,False
Poisonous,25.756688071947515,85.67050800772614,1160.2780672024992,6.683445068246875,20,8,0,4.12,0,False
Oyster,21.240746072601283,82.58559898905574,895.5080360153927,6.602391875802974,19,3,0,8.33,0,True
Oyster,23.03225313982477,74.9096379686842,1229.103690503632,7.043236308799434,27,8,0,14.27,0,True
Button,24.420753817246254,85.79333408484267,1069.9346621241775,6.315025504300233,20,8,0,5.4,0,True
Button,20.158048847056524,85.50184488685056,1404.1807377536743,6.051378281833231,23,9,0,14.51,1,True
Button,20.6903069912559,90.17430858328376,610.340946063046,6.225440648196648,18,3,0,3.75,0,True
Oyster,23.478708306255772,86.9067089372739,1941.2944659781188,6.293735582438762,22,9,0,9.99,0,True
Poisonous,16.14834391805415,86.05211862915976,1203.3882524637768,5.843118722834369,25,3,0,3.57,0,False
Button,23.701428826058642,87.53395679103353,882.2054550878622,6.32834798061568,22,4,0,4.67,0,True
Poisonous,22.562882914224392,78.71346732533974,784.1485646498832,6.012589936836897,17,8,0,4.54,0,False
Shiitake,20.638895290927614,88.36445347223969,1443.1363419465324,6.6236397751336575,26,7,0,14.8,0,True
Shiitake,18.67614964384543,74.89337064295549,1523.3487652208257,6.1098013418214965,25,7,1,5.68,0,True
Oyster,22.20919114653964,78.55614941766694,1131.6421636900054,6.672760475256901,15,4,0,8.05,0,True
Poisonous,23.02029400383838,92.71645326789745,1528.2581159511967,6.378177063015572,17,8,0,6.72,0,False
Button,23.421712589173964,82.37082179801413,858.5314499603518,6.53307133927203,28,7,0,5.05,0,True
Shiitake,24.63821821504713,83.28518320750511,1446.5537990933906,6.51304002152765,19,4,0,9.78,0,True
Shiitake,22.67133735076517,88.28659848243285,1090.3754681350601,6.742589013708956,23,4,0,14.55,1,True
Oyster,20.70656037463752,84.09232054850654,1410.3699854249307,6.098028056508405,17,9,0,17.51,0,True
Poisonous,20.50291196517945,83.9816755642502,1312.83433378845,6.8301237930406185,25,7,0,7.39,0,False
Oyster,20.158564006061425,86.24167505949168,1093.7218255678315,6.390131563285539,19,5,0,11.04,0,True
Button,26.167462135171004,85.60002442059967,1164.3158435569003,6.208121835702809,18,3,1,2.632,0,True
Button,24.21497447186815,83.80756863071659,1310.3063369770464,6.227529554317763,18,7,0,6.5120000000000005,0,True
Poisonous,24.00193600521531,85.08136796550681,1276.437574930537,6.079594658746394,16,5,0,7.97,0,False
Button,20.46345607417026,83.71251774267155,1249.1293797137503,6.849110399298988,15,8,0,15.82,0,True
Button,22.370887702899996,84.79389186514885,1276.447861117175,6.133804011085425,29,8,0,14.15,0,True
Button,18.33845324232788,88.14803331351963,1635.256716907194,5.867837803184784,29,8,0,8.88,0,True
Oyster,17.72144385709692,85.42171557832808,777.6314113920705,6.880478464285995,19,6,0,8.16,0,True
Button,25.835233329100916,88.82618307272564,816.6781899310974,6.603671362390661,19,8,0,9.952,0,True
Oyster,18.89271553039694,72.01605831120975,1103.5937861694235,7.379482931446481,23,7,0,4.6,0,True
Poisonous,22.469639057942768,80.4585202860062,1521.02452269442,6.634594795935284,24,9,0,12.78,1,False
Poisonous,26.50154012940827,83.67535059713222,1331.6705561761817,7.3580187661860235,27,8,0,6.2,0,False
Shiitake,19.66589177843959,93.2665560230452,823.5832599524845,6.4127441869354485,23,6,0,7.3,0,True
Shiitake,25.225585459385726,78.6412404028086,528.4806096376433,6.169471554078091,21,7,1,8.54,0,True
Oyster,20.69099840952949,95.63264710688733,693.1285606318447,6.873859508534213,22,8,0,11.63,1,True
Button,22.536155743395394,85.77518461179626,1002.4576552780034,6.921501021159929,24,8,0,17.81,1,True
Oyster,27.03485017340656,88.06918556476815,1568.6852800952902,6.481584210635635,24,7,0,12.03,1,True
Button,18.38548379739099,81.7833242480853,1361.1467716204818,6.3266518334162685,22,4,0,10.28,1,True
Poisonous,16.973577273798668,88.52617436318242,1324.4539064134947,7.5667343693703115,17,6,0,9.59,0,False
Button,21.674205033666464,88.0833146309847,1208.2951673989678,6.496913385235189,27,3,0,11.41,0,True
Oyster,15.65928537766722,85.2071237402034,1199.415583977306,7.044916011493571,16,5,0,3.93,0,True
Oyster,22.32060851737853,76.40906711277528,816.2086389790963,7.0758753233796075,15,3,0,11.15,0,True
Button,22.831321437747444,89.64676736259918,1779.7401239218084,5.900672583480985,29,4,0,7.61,0,True
Button,20.673689822912742,90.69046228060206,1051.069131575864,6.61678844845794,17,3,0,5.92,0,True
Poisonous,23.407323739540924,86.2578877159789,925.4505989645139,6.466062399719102,21,4,0,10.88,1,False
Shiitake,27.294980166447182,86.34777319497378,1309.608375356944,5.530716812807904,15,3,0,8.67,0,True
Button,20.20999363848541,78.70533134220112,891.4551871389134,6.781053785618641,18,4,0,4.65,0,True
Shiitake,20.248716037933193,92.08448144560548,1510.0763266304998,5.427932520589232,27,9,1,9.11,0,True
Poisonous,20.597885548461434,82.09317637407288,1391.360372048154,6.89715344600509,23,7,0,9.24,0,False
Oyster,21.879984405361416,83.18264281931636,1287.3391986937424,5.9164797970627445,15,7,0,4.85,0,True
Button,18.448479899297368,89.81764580560952,1384.2931522025995,6.195154940384982,25,6,0,8.77,0,True
Button,22.929381067716463,88.46466409369796,1224.1052417875742,6.556393991750401,20,7,0,7.39,0,True
Poisonous,19.843334133728977,82.8497258097516,1275.2007634898928,5.9327037044086826,15,5,0,4.77,0,False
Oyster,20.510349163980194,86.85386080582015,977.7455960375246,7.824973578903114,28,7,0,8.89,0,True
Oyster,24.688780037700752,82.10568622060399,990.4244362293867,6.686333080497159,22,7,0,3.72,0,True
Button,18.41046851561858,86.94501908598978,1197.834038035305,6.117157309450372,18,5,0,10.31,0,True
Oyster,26.323639006623573,89.42933835597228,1361.4162549861064,5.89711801529274,16,9,0,10.01,0,True
Poisonous,24.17844421051207,80.6279217667698,1051.0798316147798,6.544824388878012,20,8,0,14.33,1,False
Shiitake,25.329295697779813,86.6549165080919,1311.4277605697268,6.202735101888487,22,3,0,2.51,0,True
Button,23.120758205195408,91.27837447141358,993.0734443312125,5.959292055434563,26,3,0,5.24,0,True
Shiitake,19.906700449020725,95.03823061403966,1149.2153034513826,6.438747010279845,20,8,0,9.29,0,True
Button,24.800255638132143,77.26061120537148,848.1112457585496,6.695577245149954,29,9,0,7.2,0,True
Button,29.844364315078646,86.62018555394117,991.5569134442818,6.1978088823492765,16,6,0,6.5920000000000005,0,True
Oyster,20.023368763097995,79.29701197363819,1051.9003209791176,6.484598010005535,17,8,0,12.25,0,True
Button,18.774678414610587,83.12525544763535,1336.6653842877422,5.740200294217365,22,5,0,5.13,0,True
Oyster,25.43064173860723,83.35289187520536,1243.0750974865218,6.681328361943728,18,8,0,13.0,0,True
Shiitake,19.587924093833735,84.69125528106007,1542.6877302120708,7.199606605463156,28,5,0,4.48,0,True
Shiitake,22.961385125947032,85.77656380606028,1241.5029614967866,6.977815080539436,24,3,0,8.68,0,True
Button,24.419064502901428,85.24879100927947,1365.1973802918303,7.133725970480321,26,9,0,4.048,0,True
Button,20.795474215928273,83.8536102750355,1219.9138229839677,6.752337923335111,26,5,0,4.71,0,True
Shiitake,29.098749206225,82.68498473014765,955.3446236422936,6.571579876854333,29,7,0,9.67,0,True
Oyster,17.842704533040465,82.04288490940127,632.6329907609473,5.883242339730666,25,3,0,4.87,0,True
Button,24.828199712049766,83.02035944562145,1330.5044486226207,7.161161829676303,24,9,0,5.328,0,True
Button,19.087305020518077,81.8185063475129,1220.4559221182485,5.854269777710318,16,3,0,6.65,0,True
Poisonous,20.186592638075716,88.79698290100832,981.5708483940899,6.8602670266068095,28,4,1,6.23,0,False
Poisonous,18.635588598624995,92.14375029210831,1233.7072678232032,6.761380898756583,19,6,0,9.1,0,False
Button,24.764584524101146,85.25978549781023,1370.8244312525167,6.28152565609972,26,4,1,3.096,0,True
Poisonous,23.539732569810525,87.77894448547153,1332.5443370006226,7.564876863382972,20,3,0,3.77,0,False
Button,28.558821867934512,85.59475777485582,833.3645082628333,6.389768505845055,18,4,0,5.0,0,True
Shiitake,22.785417432941127,80.27602703832555,1149.5467190908143,6.390994872125125,28,9,0,7.62,0,True
Oyster,24.06828022993158,88.47816686521318,1240.9623613051315,6.6426579622846615,25,9,0,4.13,0,True
Button,20.831934698314218,86.42419421598578,1295.1581854384701,6.103340787224454,15,3,0,12.83,0,True
Button,25.63898262821499,83.88067952147442,1636.874208450985,6.948851940025322,24,7,0,8.28,1,True
Shiitake,23.352222454872987,81.14738323686981,1636.7492432010636,6.616664192593977,15,5,0,7.37,0,True
Oyster,22.62480380029895,74.40681003097853,1065.6954194228867,6.796652643966494,28,3,0,11.41,0,True
Poisonous,15.696996667712476,85.04858310537917,892.680216939757,6.9468452145362525,21,3,0,5.88,0,False
Shiitake,23.523848079860123,90.77972967698015,990.0394131268934,6.298945501951356,28,3,0,10.58,0,True
Poisonous,24.867439355056064,87.73973745812981,892.0081355186696,6.081647664444913,27,7,0,13.21,0,False
Shiitake,19.71039545832012,79.6417216554857,1517.063471852693,6.543572806094342,19,9,1,10.2,0,True
Button,26.040659666667782,79.85310152041568,799.6997988131145,6.693506917477908,15,3,0,2.5600000000000005,0,True
Poisonous,18.28464817983714,86.79600258003254,548.9531122892457,7.13419017733281,28,6,0,8.83,0,False
Oyster,19.930774566619498,69.81761006985468,1034.0324573324233,6.234283897047126,15,5,0,4.26,0,True
Button,21.019146183679755,94.4477368675794,1582.2952094873622,6.479323564381175,16,3,0,7.47,0,True
Shiitake,23.4506278484486,72.85992609581572,1515.0772124895275,6.6862252118489875,21,6,1,11.37,1,True
Shiitake,18.965245366557284,85.5525084768354,1769.4798621986372,6.350310501869187,17,5,0,11.33,0,True
Poisonous,20.36856204117213,75.11760720290553,1258.4254607871362,6.870823301803645,29,5,0,11.95,0,False
Poisonous,27.848131457383346,84.4773352513299,950.1381907006295,6.278134176835979,16,5,0,6.68,0,False
Oyster,23.41484473928378,89.61920176501432,1224.5635508002335,6.690925572336579,26,5,0,6.08,0,True
Button,19.497433226905947,78.28690420975514,1384.7662778446866,6.46857461794378,19,8,0,8.57,0,True
Poisonous,20.38992345492948,72.22113565442922,933.8357553983096,6.6048280948365425,18,9,0,10.68,0,False
Button,28.898435601068122,84.81872162351615,939.6785987309407,5.956801599683711,18,8,0,10.096,0,True
Button,20.435818064029178,77.94553055093519,1493.5072176570338,6.42549887532259,29,8,0,11.71,0,True
Poisonous,21.0545654476062,81.34134593073856,1041.6767453768182,5.839626763147418,23,7,0,14.96,1,False
Button,22.308425621449317,88.84946139073428,1091.4777886748716,6.413172101579863,27,8,0,12.06,0,True
Poisonous,28.034026648539648,76.85092831443131,966.5913948743032,6.542871889847842,21,4,1,7.65,0,False
Poisonous,24.085686100624088,91.18844702778433,1244.2157679014128,6.469713319162977,22,5,0,6.12,0,False
Oyster,22.386820940366544,84.84336756551801,850.9309361343712,6.4473789930845795,18,6,0,9.86,0,True
Button,20.594053886049146,86.14851159237344,1059.3244777390983,6.604599855615321,27,4,0,6.45,0,True
Poisonous,21.00864260637238,77.79159831233417,1148.4833038360207,6.027758261640585,18,6,0,10.53,0,False
Button,23.244095936126683,85.83745039218124,1316.3933404435827,6.569119307201343,15,3,0,7.0,0,True
Shiitake,19.316893204290437,84.12680881927633,1641.0850338253285,7.743994194235299,29,8,0,9.84,0,True
Button,26.823344577958498,75.0224867316847,1306.752751993407,6.621959089364686,27,4,0,5.5760000000000005,0,True
Oyster,23.99040657142775,87.68245986539759,1195.6167892199826,5.891968673417233,16,5,0,7.55,0,True
Button,20.505176038288518,82.0640438707074,1540.7594165219452,6.2908349388985325,15,4,0,8.14,0,True
Poisonous,24.98362095526447,87.38609590371065,631.5294117537674,6.480944673778123,27,6,0,7.63,0,False
Shiitake,21.600541097902667,79.88202780606366,863.9262149616031,7.178404749736403,15,8,1,16.21,0,True
Poisonous,20.639190651286135,88.90422214283586,1074.7885440139214,6.440846846885993,29,3,0,5.56,0,False
Button,26.732871263002004,79.12465206499499,1719.0807875854766,7.377198291910785,19,3,0,2.656,0,True
Button,20.7528426731592,88.7012071874336,768.2737697433638,6.036896160115046,18,9,0,12.78,0,True
Poisonous,22.631491316319167,81.01708580114274,1850.0699277807496,5.8956901035575235,18,9,0,6.54,0,False
Oyster,21.58563663543125,103.17715451800944,802.2754437607136,5.844123689899607,24,6,0,9.36,0,True
Poisonous,21.801148033096027,85.12152252335751,1078.201820263315,5.968770326775745,16,9,0,14.27,0,False
Oyster,21.07836281778795,72.94592858351345,981.9382022643226,6.973163894787247,20,8,0,13.35,1,True
Poisonous,22.315977393134244,79.46862883296204,1109.2751841198985,6.7572321060545795,29,5,0,7.77,0,False
Button,23.79088062983735,82.88738690127803,701.248123107518,6.759660166928194,15,5,0,4.49,0,True
Shiitake,21.269600955613317,85.60480668452483,1111.0595225536447,6.874059672137028,22,5,0,13.93,1,True
Poisonous,20.105661130926414,86.14014436657263,1177.6314336768323,7.254470428875529,28,8,0,6.67,0,False
Shiitake,27.392375075744738,83.44235898172411,1560.2484293775492,6.318973084200547,20,3,1,4.78,0,True
Oyster,23.796053401928585,86.9656078191726,783.7723090248467,7.214256963553817,20,3,0,5.23,0,True
Button,18.661048654771324,86.22461815453993,883.0597653057896,6.63393380192497,17,7,0,9.04,0,True
Shiitake,19.53820519702302,82.21690595659683,1587.1565532419406,6.5839757115784625,26,5,0,9.98,0,True
Button,16.031132299736875,92.53861654364883,1028.3969887260484,6.303290877408568,16,9,0,6.04,0,True
Poisonous,19.120485559001796,78.4720682318512,997.0315396859455,6.345930271070486,29,6,0,7.16,0,False
Button,25.125365282671538,80.39418560431695,1174.432894942504,5.680278958826688,27,6,0,4.0,0,True
Button,23.842849573745823,84.2175166646877,1256.7409795456326,6.270779591848891,17,5,0,12.54,0,True
Button,25.978075898872326,84.1686972114757,1093.9594528506545,6.606047114446414,21,6,0,5.5440000000000005,0,True
Button,24.46428230502342,92.01398631666711,1242.2372838603062,6.70479200779959,17,8,0,4.112,0,True
